annotator,title,comment_id,comment_text,context,stance_pro,stance_con,word_count
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFMpt6Ip9kK,Das der Hohlkopf immer dazwischen Quatscht ist unerträglich.,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,"cdu, markus lanz",8
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFMq8HpsZU5,"@user, weil AfD sich nur für Stimmenfang und Geld/Macht interessiert.. 🤦",Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,afd,11
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFMqKPIPbI9,Leider Gottes,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,"afd, cdu",2
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFMqKPW2i1j,"Ein Problem aller ""Volksparteien"" dabei sehen wir grade live in den USA was uns blüht, wenn wir eine von Putin finanzierte Partei wählen. Wahre deutsche wählen nicht diese AfD Vaterlandsverräter!",Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,vaterlandsliebe,afd,30
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFMqKfw4q51,Der hat es nur nicht gemerkt.,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,cdu,6
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFMqSChwX2q,Echt schlimm dieser Mann!,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,friedrich merz,4
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFMqaB1p8kB,"Passt doch, die sind sogar so dumm das sie selber es nicht merken wie sie sich ins aus schießen 😅 selten dumm solche Leute,aber umso besser für afd 🔵🔵🔵",Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,afd,cdu,29
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFMr-HhZZsk,"Ich befürchte auch, das zur nächsten Wahl 29, die AFD durch die Decke gehen wird.",Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,afd,15
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFMrCIdXARi,@user da hilft nur noch die Sondervermögensbremse.😂,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,"neue schulden, sondervermoegen",7
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFMrOOe4iY8,@user der Lanz oder der tüp von der Union. Ok eigentlich kann man beide Quatschköpfe bezeichnen. 😊,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,"cdu, markus lanz",17
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFMrlg0zEr0,Sondervermögen heißt die CDU kann weiter so tun als wäre die Schuldenbremse ein normales Gesetz und nicht eine Ausrede für Austerität.,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,neue schulden,"cdu, sondervermoegen",21
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFMsayvjvK4,"@user die werden bald keine Rolle mehr spielen,denn die überwiegende Mehrheit der Bevölkerung ist gegen die Einhaltung der Schuldenbremse und Merz nimmt der AfD das Thema Migration gerade weg,da kann sich diese nur noch weiter radikalisieren und zwar so das die Dienste sie entgültig als verfassungsfeindlich einstufen können und ein Verbotsverfahren dann entgültig eingeleitet werden kann",Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,"friedrich merz, neue schulden, verfassungsschutz","afd, rechtsextremismus",56
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFMsfYh_cpj,"richtig. Wie immer keine Fakten, sondern nur Ablenkung in Richtung AFD. Gegen die Weidel hat er sowieso keine Chance, dieser Schüler... Ein Glück hat er den Lanz",Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,afd,"cdu, markus lanz",27
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFMt3WRby4t,"@user AfD Mist? Gibt es auch eine Begründung? Für den jetzigen Zustand von Deutschland sind aber folgende Parteien verantwortlich, CDU, FDP, LINKE, und die GRÜNEN!",Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,afd,cdu,25
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFMtp7POLMl,"@user diese Befürchtung ist durchaus berechtigt. Die Union,SPD,FDP und die Grünen ebenen den Weg für die AfD. Dabei brauch die AfD keine Argumente liefern das tun die anderen Parteien. Aber nach einen Regierung mit AfD Verantwortung wird die AfD zeigen was sie können. Nämlich nichts gescheites.",Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,"afd, cdu",46
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFMu-j2tpjn,der typ ist auf jedem fall nicht das schärfste Messer in der Schublade,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,cdu,13
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFMu6erIwDR,So mit tut er Gutes !,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,afd,,6
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFMuHSTQ7LW,Richtig,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,cdu,1
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFMxXkwH731,"@user naja passt doch, dann wird hier mal das Gesetz durchgesetzt und aufgeräumt! Oder möchtest du in einer heruntergekommenen Wohnung leben?",Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,afd,,21
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFMy1kyalyE,Der sollte mal Anstand lernen,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,cdu,5
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFMzxDDQZys,Jo,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,cdu,1
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFMzy3nC4Bd,Darf ich eine Frage an alle CDU Wähler stellen. Fühlen Sie sich verarscht? Alles und zwar wirklich alles was versprochen wurde war einfach nur gelogen. War selbst immer CDU Wähler. Aber leider musste ich feststellen das ich als Wähler dieser Partei nur angelogen und betrogen werde. Altkanzler von der CDU würden sich schämen was da heute passiert. Trotzdem sage ich jeder soll sich selbst entscheiden was man wählt. Nur oft sieht man das Menschen sich keine eigene Meinung mehr bilden können. Übrigen nur mal so am Rande was die Kredite für Privatpersonen angeht sprecht heute oder die Tage mal mit eurer Bank. Viel Erfolg mit der Antwort.,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,cdu,107
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFN-4t3Erq0,100%,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,cdu,1
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFN1lh71g3R,@user wird definitiv schon eher der Fall sein!🥳💥🇩🇪💙,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,afd,,8
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFN2btm2FtX,Die ganze cdu is reinste wahlwerbung für die afd so eine clown Show hab ich in 35 Jahren nicht erlebt 😂,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,cdu,21
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFN2xb3yIxf,117. Der ( C ) DU ler hat immer die Klappe offen Unterste Schublade der redet so viel Stuss👎👎👎🤮. Frau Weidel Super 👍👍👍👍💙💙💙🇩🇪. M.M.,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,afd,cdu,24
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFN3UYSpojQ,Der Merz zu den Außerirdischen 👍🚀🚀🚀. Da ist er gut aufgehoben . 👍. M.M.,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,friedrich merz,14
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFN3fm1S05n,Der ( C ) DU ler der letzte Heuler 👎👎👎👎🤮🤮. M.M.,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,cdu,11
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFN3uOq6GcE,"@user ist doch kein Mist, dass ist die Wahrheit.. die CDU und SPD sollten dringend untergehn und die AfD aufstehn…!",Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,afd,cdu,20
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFN4Irr7HYd,"Das ist ein skrupeloser Parteisoldat, der trägt alles mit was die oberen in der Partei vorgeben. Dementsprechend ist die CDU eigentlich am ehesten eine Autoritäre Partei.",Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,cdu,26
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFN5EKQduRL,Natürlich! Mit so einem April kann man keine Koalition machen! Der Merz muss sich in April umnennen! Gestern ganz anders als heute und morgen??,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,"friedrich merz, koalition mit der afd",24
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFN5kUljgf7,"Merz wird Merkels ""Werk"" vollenden und die CDU endgültig beerdigen.",Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,"cdu, friedrich merz",10
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFN5p_3PfNi,"Mehr Stimmen für die AfD..der war gut.Die Frau ist irre ,einfach wiederlich.Alle haben gesehen das sie schwurbelt,schwurbelt und keine Frage beantwortet. Jedesmal äh,äh,und nein.",Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,afd,24
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFN7fewgpJE,Arg gruselig der Herr,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,cdu,4
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFN8RHiUdAj,"@user Ich kann mir nicht vorstellen, daß wir bis 2029 auf Neuwahlen warten müssen. Je früher, desto besser.",Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,"cdu, friedrich merz",18
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFN8tds7ML4,@user Weidel sollte dann zuerst mit Anstand voraus gehen,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,afd,9
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFNAc3B-HBr,😂das stimmt,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,cdu,2
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFNCMYzNjJf,"@user Sie befürchten es, viele Menschen hoffen es.",Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,afd,,8
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFNDedYEFAt,Wenn dann bots..hehe@user,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,afd,3
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFNEP0TCcYb,@user das kann man erst sagen wenn sie regiert hat!! Alles andere sind Vorurteile,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,afd,,14
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFNFbprgxTU,Das kompensiert aber Weidel locker weg.,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,afd,6
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFNGQCmRlEz,@user Also durch die Kellerdecke nach unten?,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,afd,7
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFNH09--4qC,@user werden das noch bitter bereuen das sie ihre Stimme der CDU gegeben haben.,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,cdu,14
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFNHPTiUQGu,@user die Zinsen werden sie auffressen.,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,neue schulden,6
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFNI4XNnWWg,@user wer der Beste Namen.,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,cdu,5
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFNIF0hS0Va,"Das die Frau Weidel so lange ruhig bleibt Respekt,ich wäre bestimmt schon gegangen.",Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,afd,,13
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFNLJZDbhEC,@user solltet eure Aluhelme abnehmen und ein bisschen frische Luft drunter lassen . Mfg 💙,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,afd,,15
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFNN0DlntUX,@user dann kennst du nicht das Wahlprogramm der AfD? Da steht soviel Bullshit drinnen. Wenn die das tatsächlich ansatzweise umsetzen dann gute Nacht Deutschland. Die einzigen die davon profitieren sind wirklich Superreiche. Für den Durchschnitt ist es eher bescheiden und für das untere Drittel eine Katastrophe.,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,afd,46
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFNN0JnEGB_,"@user Sie?
Kader/Profiteur?!!!?
...oder einfach nur Narzisst, bar jeglicher Eigenreflexion; sprich klarem Menschenverstand ...
Diese Spezie in Regierungs Verantwortung hat unser Deutschland abgeschafft.",Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,"cdu, friedrich merz",23
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFNOwy2mxR7,@user% und nennst 500ikes russenbots. Merkste noch was oder ist dies schon Psychotisch?,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,afd,,13
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFNP0H5mxn5,"@user Wenn er nicht laufend dazwischen gelabert hätte , hätte ich auch keine Kommentar dazu gegeben.",Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,markus lanz,16
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFNPjrY-9hQ,@user Noch viel zu wenige!!!!!!,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,afd,,5
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFNPwupZ_g5,Wäre für die Zuschauer auch besser gewesen. Eine fürchterliche Frau.@user,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,afd,10
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFNSRwvJ9_l,"Ja, der sieht schon aus wie so ein Höhlenmensch...😆",Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,,cdu,9
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFNTKgnXmm5,Nö💙,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,afd,,1
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFNVXWZFO1V,"@user Für wen? Ich als Bio Deutscher, der in der Industrie Arbeitet, wäre ein großer verlierer der AfD Politik, aufgrund ihrer Wirtschaft und Europapolitik. Arbeitslose hätten auch nur Nachteile, das Handwerk hätte zu kämpfen genauso wie unsere Dienstleister. Profitieren würde nur ein kleiner Kreis reicher Menschen, sowie in England nach dem Brexit oder wie man es jetzt gerade in der USA beobachten kann. Also wirklich warum glaubst du das hier alles besser wird? Nur weil die alle Ausländer rauswerfen wollen oder gibt es noch einen anderen Grund?",Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,migration,afd,87
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,Ugx20tm3UOCv61ur3SB4AaABAg.AFMh1xA1I3MAFNVbZA2YSe,Gott sei Dank ist Merz der neue Bundeskanzler !!!! ❤❤❤❤❤❤,Der Typ von der CDU ist auch ein Garant für mehr Stimmen für die AFD.,friedrich merz,,10
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,UgxH3ozP1sFvE_AEpHV4AaABAg.AFMouu54VT5AFMuPUdKEdZ,"bin froh, dass sie gebrochen wurden, denn mit strenger Schuldenbremse, bei all dem was jetzt gemacht werden muss, wäre es zwangsläufig weiter bergab gegangen.","Jeder der hier behauptet, daß Wahlversprechen nicht gebrochen worden sind, verscheißert sich selbst und die Zuschauer.","neue schulden, wahlversprechen",,24
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,UgxH3ozP1sFvE_AEpHV4AaABAg.AFMouu54VT5AFMujKs6HY2,"@user Bereit für die Front? Ich hab zum Glück keine Kinder, die die Schulden dann zahlen müssen.","Jeder der hier behauptet, daß Wahlversprechen nicht gebrochen worden sind, verscheißert sich selbst und die Zuschauer.",,neue schulden,17
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,UgxH3ozP1sFvE_AEpHV4AaABAg.AFMouu54VT5AFMvUADXHf8,"@user Bin persönlich auch kein Freund einer strengen Schuldenbremse. Aber die CDU hat in der Ampel-Ära in der Opposition drei Jahre lang die Wichtigkeit der Schuldenbremse wie ein Gebet beschworen und ist deshalb sogar vors Verfassungsgericht gezogen. Und wenn dieselbe CDU dann noch nicht einmal zwei Wochen nach der Wahl noch viel größere Schulden als die Ampel machen möchte und das durch einen eigentlich abgewählten alten Bundestag bringen will, entlarvt das diese Partei schon sehr. Zumindest könnte man zuvor auch die Ausgaben-Seite überprüfen.","Jeder der hier behauptet, daß Wahlversprechen nicht gebrochen worden sind, verscheißert sich selbst und die Zuschauer.",,"cdu, neue schulden, sondervermoegen, wahlversprechen",83
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,UgxH3ozP1sFvE_AEpHV4AaABAg.AFMouu54VT5AFMwOzT5ugD,"der 28.02 hat schon einiges geändert oder? Gegen ende des Wahlkampfs hat Merz auch gesagt, ""man kann darüber reden"" zum Thema Schuldenbremse.","Jeder der hier behauptet, daß Wahlversprechen nicht gebrochen worden sind, verscheißert sich selbst und die Zuschauer.",friedrich merz,,22
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,UgxH3ozP1sFvE_AEpHV4AaABAg.AFMouu54VT5AFMwt-2trz0,"@user Keynesianismus funktioniert nur für einen 70-Jährigen, der kurz- bis mittelfristig Kanzler sein möchte - nach dem Motto 'nach mir die Sintflut'.","Jeder der hier behauptet, daß Wahlversprechen nicht gebrochen worden sind, verscheißert sich selbst und die Zuschauer.",,"friedrich merz, neue schulden",22
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,UgxH3ozP1sFvE_AEpHV4AaABAg.AFMouu54VT5AFMxIFawYIs,"@user vor allem hat er gesagt, wenn es für die richtige Sache ausgegebn wird. Das Sondervermögen wird an die Infrastruktur gebunden. Ich hab Fritz nicht gewählt und bin auch nach wie vor kein Fan von ihm, aber hat jetzt durchaus das gemacht, was er vorher behauptet.","Jeder der hier behauptet, daß Wahlversprechen nicht gebrochen worden sind, verscheißert sich selbst und die Zuschauer.","friedrich merz, sondervermoegen",,46
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,UgxH3ozP1sFvE_AEpHV4AaABAg.AFMouu54VT5AFN0IvPhgLI,Jeder der das nicht vorher wusste ist so dämlich wie die afd Wähler,"Jeder der hier behauptet, daß Wahlversprechen nicht gebrochen worden sind, verscheißert sich selbst und die Zuschauer.",,afd,13
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,UgxH3ozP1sFvE_AEpHV4AaABAg.AFMouu54VT5AFN0ZD1Gnmf,"@user ne, wieso? Und bitte komm jetzt nicht mit der Leier “dIe JuGEnD muSs DaS zURük ZahLen”","Jeder der hier behauptet, daß Wahlversprechen nicht gebrochen worden sind, verscheißert sich selbst und die Zuschauer.",neue schulden,,17
ai,AfD-Chefin Weidel: Keine Koalition mit der CDU unter Friedrich Merz | Markus Lanz vom 06. März 2025,UgxH3ozP1sFvE_AEpHV4AaABAg.AFMouu54VT5AFN1YXtoH0i,"Jeder, der (immer noch?) glaubt, das die anstehenden Veränderungen kostenlos zu haben sind, hat ein Problem.","Jeder der hier behauptet, daß Wahlversprechen nicht gebrochen worden sind, verscheißert sich selbst und die Zuschauer.",neue schulden,,16
